epoch,loss,seconds
1,0.674108912651929,2.49942684173584
2,0.6593879643791029,2.681211233139038
3,0.6162259815068275,2.4177134037017822
4,0.5336127266858665,2.6257381439208984
5,0.44299987998503615,2.2804079055786133
6,0.3760629369385445,2.5078024864196777
7,0.3387868783086351,2.412682294845581
8,0.3143360538963307,2.4758236408233643
9,0.29697256560731716,2.3309249877929688
10,0.28108974219488625,2.4777705669403076
11,0.26552875570162987,2.3030331134796143
12,0.25284794466085586,2.5744054317474365
13,0.23962556151376707,2.4417974948883057
14,0.2269082341873898,2.507312059402466
15,0.21354572929661444,2.350942611694336
16,0.2042633275511133,2.368960380554199
17,0.1913576900780168,2.59958553314209
18,0.18117157855479038,2.405773878097534
19,0.17024480267672665,2.614902973175049
20,0.16055036437807377,2.2150392532348633
21,0.1521045274315488,2.5686893463134766
22,0.14252274871737958,2.529172897338867
23,0.13491308902840127,2.553633213043213
24,0.1280890845986654,2.326078414916992
25,0.1201625337639208,2.4687674045562744
26,0.11361357276445241,2.4484715461730957
27,0.10857163906388344,2.6263017654418945
28,0.10144566409120347,2.328622579574585
29,0.09668869413570158,2.5610532760620117
30,0.09051604279253966,2.241595506668091
31,0.0859582332298979,1.9193284511566162
32,0.0820384956898891,1.8684873580932617
33,0.0784705715068438,2.7361907958984375
34,0.07382012866393006,2.774418592453003
35,0.0697125458382634,2.5910258293151855
36,0.06763463710744266,2.428191661834717
37,0.06475281287844241,2.603464365005493
38,0.06093405031041131,2.5428147315979004
39,0.05826783138668133,2.4860339164733887
40,0.05543652146513243,2.284928798675537
41,0.05351390664914235,2.5012893676757812
42,0.051052685424588344,2.5279576778411865
43,0.04902570741011626,2.481947660446167
44,0.046793976112169705,2.5617878437042236
45,0.04445868817850328,2.3822426795959473
46,0.043537604185599175,2.520623207092285
47,0.041450059698480146,2.6528308391571045
48,0.03931645018087355,2.551332473754883
49,0.038957551573130286,2.498626708984375
50,0.03684972390908053,2.3561465740203857
51,0.035656393468261494,2.5677764415740967
52,0.03450718786714584,2.4770984649658203
53,0.033177996539267535,2.644064426422119
54,0.031888756542086547,2.5423707962036133
55,0.031051167105000426,2.379624128341675
56,0.02937609920161746,2.3659565448760986
57,0.028763053569028946,2.50893235206604
58,0.027506621280264713,2.495756149291992
59,0.026489364958338053,2.5165622234344482
60,0.025306882424783853,2.440417528152466
61,0.025322728675348967,2.5300304889678955
62,0.02445778244242584,2.5917632579803467
63,0.023260366683878448,2.5155200958251953
64,0.022967562443928422,2.6046621799468994
65,0.02246919545348176,2.304954767227173
66,0.02117770928299352,2.559231758117676
67,0.020667384186042758,2.548396587371826
68,0.020265767813412862,2.4804604053497314
69,0.01935592433357485,2.4162092208862305
70,0.018766889030331746,2.4149038791656494
71,0.01802732000716503,2.580152750015259
72,0.018048799758101447,2.428752899169922
73,0.017519465841711622,2.5671844482421875
74,0.016936380362098883,2.53436017036438
75,0.016262540111729486,2.42927622795105
76,0.015995524558016744,2.432666540145874
77,0.015357629358861554,2.5980236530303955
78,0.015254773894634225,2.5736405849456787
79,0.014803860445130119,2.5292866230010986
80,0.014649789786837085,2.3746161460876465
81,0.013991674105866417,2.4408211708068848
82,0.013605383370198145,2.5390703678131104
83,0.01298180361926116,2.523096799850464
84,0.012561742863821503,2.5511839389801025
85,0.012413083869753278,2.2983853816986084
86,0.012311011901776745,2.536179780960083
87,0.012087678199536999,2.597105026245117
88,0.011794925649344494,2.489255428314209
89,0.011310030552104403,2.509714365005493
90,0.011172497173120839,2.439964771270752
91,0.010664061402863913,2.619333505630493
92,0.010362198463829115,2.521097183227539
93,0.010226132043137897,2.6281120777130127
94,0.010181704084526637,2.571018695831299
95,0.009705658943889953,2.4989757537841797
96,0.009575082407800296,2.526698589324951
97,0.00942482284951733,2.4844465255737305
98,0.009195180076303043,2.584324836730957
99,0.00889050974875773,2.523752450942993
100,0.00857853844996385,2.417626142501831
