experiment,group,recall_at_10_all_valid_users,recall_at_10_target_overlap_users,time_sec,notes
multiseed_LightGCN + recent_pop + trend60v365 gamma=0.3,addition_trend_multiseed,0.02140365312007103,0.02315144215922426,11.999248027801514,Multi-seed current best plus trend acceleration.
trend_90v365,addition_trend_standalone,0.002619944037854486,0.0011932555123216602,0.9400265216827393,Relative trend / acceleration standalone.
single_LightGCN + recent_pop + trend90v365 gamma=0.05,addition_trend,0.019751467885796244,0.021737693780495337,6.454639673233032,Current best plus trend acceleration.
multiseed_LightGCN + recent_pop + trend90v365 gamma=0.05,addition_trend_multiseed,0.021010349368558324,0.02221759001914644,12.306682586669922,Multi-seed current best plus trend acceleration.
single_LightGCN + recent_pop + trend90v365 gamma=0.1,addition_trend,0.01969768275738425,0.021737693780495337,6.742860794067383,Current best plus trend acceleration.
multiseed_LightGCN + recent_pop + trend90v365 gamma=0.1,addition_trend_multiseed,0.020956564240146334,0.022295411030819588,12.280144929885864,Multi-seed current best plus trend acceleration.
single_LightGCN + recent_pop + trend90v365 gamma=0.15,addition_trend,0.01963045134686926,0.020959483663763823,6.658045768737793,Current best plus trend acceleration.
multiseed_LightGCN + recent_pop + trend90v365 gamma=0.15,addition_trend_multiseed,0.021238936164309295,0.023073621147551106,11.784953594207764,Multi-seed current best plus trend acceleration.
single_LightGCN + recent_pop + trend90v365 gamma=0.2,addition_trend,0.01977259775767238,0.02103730467543697,6.634373188018799,Current best plus trend acceleration.
multiseed_LightGCN + recent_pop + trend90v365 gamma=0.2,addition_trend_multiseed,0.02131961385692729,0.023073621147551106,11.787354230880737,Multi-seed current best plus trend acceleration.
single_LightGCN + recent_pop + trend90v365 gamma=0.3,addition_trend,0.020301484853723656,0.021893335803841642,6.709769248962402,Current best plus trend acceleration.
multiseed_LightGCN + recent_pop + trend90v365 gamma=0.3,addition_trend_multiseed,0.02164776717015523,0.02315144215922426,11.460191488265991,Multi-seed current best plus trend acceleration.
trend_120v365,addition_trend_standalone,0.0034160493115716994,0.0016990920881971463,0.946000337600708,Relative trend / acceleration standalone.
single_LightGCN + recent_pop + trend120v365 gamma=0.05,addition_trend,0.019549773654251264,0.020959483663763823,6.510833263397217,Current best plus trend acceleration.
multiseed_LightGCN + recent_pop + trend120v365 gamma=0.05,addition_trend_multiseed,0.02087588654752834,0.02221759001914644,12.047706127166748,Multi-seed current best plus trend acceleration.
single_LightGCN + recent_pop + trend120v365 gamma=0.1,addition_trend,0.01991058222401506,0.02212679883886109,6.938173055648804,Current best plus trend acceleration.
multiseed_LightGCN + recent_pop + trend120v365 gamma=0.1,addition_trend_multiseed,0.02121524509584211,0.02424093632264838,11.736474514007568,Multi-seed current best plus trend acceleration.
single_LightGCN + recent_pop + trend120v365 gamma=0.15,addition_trend,0.020243217631277333,0.022204619850534246,6.425251245498657,Current best plus trend acceleration.
multiseed_LightGCN + recent_pop + trend120v365 gamma=0.15,addition_trend_multiseed,0.021558125289468575,0.023929652275955778,11.801929235458374,Multi-seed current best plus trend acceleration.
single_LightGCN + recent_pop + trend120v365 gamma=0.2,addition_trend,0.02035078788810132,0.022282440862207396,6.885562419891357,Current best plus trend acceleration.
multiseed_LightGCN + recent_pop + trend120v365 gamma=0.2,addition_trend_multiseed,0.021625356699983566,0.023929652275955778,12.329204797744751,Multi-seed current best plus trend acceleration.
single_LightGCN + recent_pop + trend120v365 gamma=0.3,addition_trend,0.02034502519577146,0.022282440862207396,6.6325843334198,Current best plus trend acceleration.
multiseed_LightGCN + recent_pop + trend120v365 gamma=0.3,addition_trend_multiseed,0.021868350226559183,0.02403341362485331,11.768288373947144,Multi-seed current best plus trend acceleration.
category_conditioned_recent180,addition_category_conditioned_standalone,0.0077936678682947345,0.012147489345932926,0.9222831726074219,User dominant-category conditioned recent popularity.
single_LightGCN + recent_pop + cat_recent gamma=0.05,addition_category_conditioned,0.01978508359105374,0.022658575751960966,6.6266419887542725,Current best plus user-category-conditioned recent popularity.
multiseed_LightGCN + recent_pop + cat_recent gamma=0.05,addition_category_conditioned_multiseed,0.020537328373149265,0.02247699339139028,12.188819885253906,Multi-seed current best plus category-conditioned recent popularity.
single_LightGCN + recent_pop + cat_recent gamma=0.1,addition_category_conditioned,0.019469469469469466,0.02177660428633191,6.849642753601074,Current best plus user-category-conditioned recent popularity.
multiseed_LightGCN + recent_pop + cat_recent gamma=0.1,addition_category_conditioned_multiseed,0.020428264084980503,0.022282440862207396,12.622523784637451,Multi-seed current best plus category-conditioned recent popularity.
single_LightGCN + recent_pop + cat_recent gamma=0.15,addition_category_conditioned,0.01878333557438035,0.02194521647829041,6.786313772201538,Current best plus user-category-conditioned recent popularity.
multiseed_LightGCN + recent_pop + cat_recent gamma=0.15,addition_category_conditioned_multiseed,0.019801571294108606,0.023429374343771226,14.560790061950684,Multi-seed current best plus category-conditioned recent popularity.
single_LightGCN + recent_pop + cat_recent gamma=0.2,addition_category_conditioned,0.01801545682142697,0.021276326354147362,7.241485595703125,Current best plus user-category-conditioned recent popularity.
multiseed_LightGCN + recent_pop + cat_recent gamma=0.2,addition_category_conditioned_multiseed,0.019018325361608943,0.022145327651164226,12.980076313018799,Multi-seed current best plus category-conditioned recent popularity.
single_LightGCN + recent_pop + cat_recent gamma=0.3,addition_category_conditioned,0.016841895200104155,0.022132357482552035,7.142053127288818,Current best plus user-category-conditioned recent popularity.
multiseed_LightGCN + recent_pop + cat_recent gamma=0.3,addition_category_conditioned_multiseed,0.017252967252967252,0.022008214440121056,12.233494758605957,Multi-seed current best plus category-conditioned recent popularity.
